source_genesymbol,target_genesymbol,interaction_type
Irf1,Tnfsf13b,->
Insr,Src,->
Cdk2,Tfap4,->
Pparg,Bmal1,->
Jun,Ikbkb,->
Mef2c,Srf,->
Cdk1,Kat5,->
Crebbp,Myod1,->
Cdk1,Grin2a,->
Tp53,H2-D1,->
Esr1,Cflar,->
Esr1,Htra2,->
Egfr,Ctnnd1,-|
Ctnnd1,Cdh5,->
Jun,Ptn,->
Tp53,Prkaca,->
Tp53,Smad3,->
Esr1,Junb,->
Cdk1,Krt18,->
Hsp90aa1,Src,->
Crebbp,Rara,->
Jun,Btk,->
Jun,Bcl2a1,->
Jun,Tnf,->
Stat5b,Igf1,->
Igf1,Irs1,-|
Tp53,Fos,-|
Pparg,Tgfbr1,-|
Esr1,Il1b,->
Cdk2,Mapkapk2,->
Mef2c,Ascl1,->
Tp53,Ar,-|
Cdk2,Cast,->
Stat5a,Bcl10,->
Hsp90aa1,Akt1,->
Tp53,H2-Q10,->
Cdk2,Rest,->
Crebbp,Ciita,->
Tp53,Cav1,->
Esr1,Nrf1,->
Pparg,Nfatc1,-|
Aurka,Gsk3b,->
Pparg,Cebpa,->
Cdk1,Lef1,->
Cdk1,Akt1s1,->
Akt1s1,Mtor,-|
Cdk2,Lmna,->
Cdk2,Foxo4,-|
Stat5b,Il13,-|
Bad,Cycs,->
Stat5b,Gnrh1,->
Gnrh1,Egr1,->
Tp53,Rassf1,-|
Esr2,Tgm2,->
Cdk2,Lmnb1,->
Stat5b,Grk5,->
Grk5,Gnai2,->
Tp53,Ctnnb1,-|
Bcl2l2,Bax,-|
Cdk2,Mybl2,->
Mycn,Mcm6,->
Stat5a,Foxp3,->
Stat5b,Krt17,->
Insr,Lyn,->
Esr1,Wnk4,-|
Mef2c,Cdkl5,->
Maf,Cd2,->
Bad,Bcl2,->
Stat5b,Cd4,->
Aurka,Aurkb,->
Cdk2,Tcf3,->
Stat5b,Csf2,->
Stat5b,Ifng,->
Mef2c,Nr2f1,->
Jun,Pin1,->
Tp53,Akt1,-|
Irf1,Casp8,->
Crebbp,Ppara,->
Cdk1,Nr5a1,->
Stat5b,Cdk6,->
Cdk6,Tfeb,->
Tp53,Mapk1,->
Tp53,Hmox1,->
Pax5,Pax8,->
Esr1,Akt2,->
Stat5b,Il4,->
Grk5,Gnai3,->
Tp53,Cdkn2a,->
Jun,Atf2,->
Tp53,Notch1,-|
Cdk2,Id3,-|
Pitx1,Irf7,-|
Stat5b,Il6st,->
Jun,Spib,->
Tp53,Ybx1,-|
Cdk1,Phlpp1,->
Phlpp1,Stk4,->
Stat5b,Ccnd2,->
Jun,Jund,->
Cdk2,Prkcb,->
Cdk2,Snph,->
Snph,Stx3,-|
Tnfsf10,Tnfrsf11b,->
Cdk2,Rps6ka1,->
Jun,Smad7,->
Irf1,Cd274,->
Pim1,Nfatc1,->
Nrp1,Pdgfra,->
Pdgfra,Src,->
Pdgfra,Crk,->
Nrp1,Pdgfrb,->
Pdgfrb,Nck1,->
Nck1,Abl1,->
Pdgfrb,Grk5,->
Pdgfra,Ptpn11,->
Ptpn11,Prkca,->
Grk5,Tp53,-|
Etv6,Vegfa,->
Pdgfrb,Abl2,->
Abl2,Cebpb,->
Pdgfrb,Fyn,->
Pdgfrb,Pik3r1,->
Pdgfrb,Prkcd,->
Prkcd,Crebbp,->
Rxra,Nr0b2,->
Pdgfra,Plcg1,->
Pdgfra,Fgfr1,->
Prkcd,Klf5,->
Ptpn11,Stat5a,->
Etv6,Bcl2l1,-|
Pdgfrb,Cbl,->
Cdk2,Mndal,->
Crk,Abl1,->
Etv6,Il19,->
Pdgfra,Ptk2,->
Etv6,Bbc3,->
Ptpn11,Pxn,->
Mapk8,Myc,->
Grk5,Gnai1,->
Prkcd,Gsk3a,-|
Fyn,Ctnnb1,->
Pparg,Nr1d1,->
Prkcd,Gapdh,->
Prkcd,Hmga1,-|
Bcl2l1,Bak1,-|
Prkcd,Smad1,->
Siglec12,Tnfrsf11b,->
Prkcd,Fosl1,->
Fosl1,Il11,->
Etv6,Il1a,->
Pdgfra,Epha4,->
Pdgfra,Shc1,->
Mapk8,Nr3c1,->
Etv6,Il10,->
Fli1,Lmo2,->
Etv6,Ptpn13,->
Mapk14,Elk1,->
Ptpn13,Ngfr,->
Prkcd,Prkdc,-|
Src,Pdpk1,->
Prkcd,Srf,->
Prkcd,Ep300,-|
Pdgfrb,Grap,->
Grap,Ptpn1,->
Rxra,Ets1,->
Prkaca,Creb1,->
Cdk5,Htra2,->
Fgfr1,Ncam1,->
Ncam1,Ptprs,->
Nfia,Tnfrsf14,->
Etv6,Abcb1a,-|
Cdk2,Mnda,->
Grap,Pik3cg,->
Prkcd,Ywhah,->
Etv6,Ccl12,->
Mapk8,Sp1,->
Etv6,Fli1,->
Abl2,Wwtr1,->
Wwtr1,Ltbr,->
Plcg1,Sos1,->
Etv6,Mmp3,-|
Mmp3,Hapln1,-|
Rxra,Tnfsf10,->
Prkcd,Fas,->
Pdgfrb,Ptpn11,->
Mapk8,Becn1,->
Pdgfrb,Grb2,->
Prkcd,H3c11,->
Dap3,Cycs,->
Prkaca,Etv1,->
Ptpn11,Jak3,->
Prkaca,Prkaa1,-|
Prkaa1,Usp10,->
Prkcd,Nlrc4,->
Mapk8,Kdm5c,->
Kdm5c,Mbd2,->
Etv6,Il12b,-|
Pdgfrb,Ptk2,->
Prkaca,Birc5,->
Max,Thbs1,->
Tfap2a,Tnfaip1,->
Fyn,Prkcq,->
Rxra,Tgfb2,-|
Fyn,Mst1r,->
Prkcd,Fgf1,->
Fgf1,Fgfrl1,->
Stat3,Ezh2,->
Ptk2,Nanog,->
Nanog,Pax6,-|
Fyn,Stk11,->
Ctnnb1,Id2,->
Mapk8,Smad2,->
Rock2,Myl9,->
Fyn,Cdk6,->
Crk,Map4k1,->
Wwtr1,Pax8,->
Prkcd,Rps6,->
Prkcd,H3c6,->
Grk5,Cxcr4,->
Nfkb1,Ctsb,->
Nfkb1,Ltb,->
Prkcd,Tp73,->
Prkcd,Blvra,->
Fyn,Hck,->
Prkcd,Ppp1r14a,->
Ctnnb1,Dkk1,->
Ctnnb1,Smad7,->
Mapk14,Adam17,->
Sox6,Tp53,->
Sox6,Runx2,->
Runx2,Smad6,->
Smad6,Nr2c2,-|
Sox6,Cebpa,->
Cebpa,Gnai2,->
Tp63,Il12a,->
Sox6,Cdkn1a,->
Sox6,Pparg,->
Cebpa,Tnfrsf1a,->
Sox6,Ctnnb1,-|
Ctnnb1,Nr4a2,->
Nr4a2,Nrp1,->
Runx2,Sp7,->
Ctnnb1,E2f1,->
Ctnnb1,Foxo1,->
Sox6,Socs3,->
Sox6,Col2a1,->
Ctnnb1,Nr4a1,->
Runx2,Gfi1,-|
Ctnnb1,Ep300,->
Ep300,Ncoa3,->
Sox6,Bcl2l1,->
Sox6,Ccnd1,-|
Foxo1,Traf2,->
Sox6,Ins2,-|
Ins2,Insr,->
Foxo1,Il18,->
Runx2,Rara,->
Runx2,Runx1,-|
Tcf3,Tal1,->
Runx2,Nfatc2,->
Ctnnb1,Stat3,->
Runx2,Il11,->
Mapk1,Tgfb1i1,->
Tp53,Prkg1,->
Pitx2,Dlx2,->
Dlx2,Dlx4,->
Pparg,Tnf,-|
Ctnnb1,Cd14,->
Cd14,Ripk1,->
Runx2,Cebpd,->
Runx2,Prkn,->
Csnk2a2,Rtn4,->
Ctnnb1,Pou5f1,->
Socs3,Stat5a,->
Sox6,Cdk4,-|
Prkcz,Ywhab,-|
Runx2,Il1b,->
Cdk4,Rassf1,-|
Tp53,Camk4,->
Camk4,Crem,->
Ctnnb1,Foxo3,->
Ctnnb1,Crebbp,->
Pparg,Il10,->
Ctnnb1,Nr1i2,->
Ctnnb1,Ikbkg,->
Ctnnb1,Klf4,-|
Smad6,Peli1,->
Ctnnb1,Ephb2,->
Ephb2,Grin2b,->
Ctnnb1,Myod1,->
Myod1,Ngfr,->
Nr4a1,Il1a,->
Tp53,Cdk5,->
Cebpa,Cd163,->
Runx3,Lilrb3,->
Tcf3,Snai1,->
Ep300,Rhoa,->
Foxo3,Src,->
Ctnnb1,Jun,->
Klf4,Srf,-|
Runx1,Sox5,->
Cdk4,Myod1,-|
Tcf3,Ntrk2,->
Cebpa,Cflar,->
Tp53,Park7,->
Tcf3,Cdh5,->
Tp53,Ptn,->
Pitx2,Ahr,->
Pitx2,Esr2,->
Irf1,Cxcl10,->
Cdk4,Smad3,-|
Hnf1a,Il17a,->
Cebpa,Junb,-|
Tnfrsf10b,Tradd,->
Cdk5,Sh3glb1,->
Ctnnb1,Nr4a3,->
Nr4a3,Btk,->
Cdk4,Spop,->
Spop,Cul3,->
Socs3,Irs1,-|
Ctnnb1,Sox2,->
Runx2,Tgfbr1,->
Ctnnb1,Ppard,->
Cdk4,Mef2c,-|
Usf1,Hsf2,->
Ctnnb1,Ncoa2,->
Pparg,Ptpn11,-|
Ctnnb1,Rest,->
Ctnnb1,Il1r1,->
Sox6,Fgf3,-|
Fgf3,Fgfr1,->
Sox2,Mtor,-|
Ctnnb1,Gli3,->
Ctnnb1,Foxo4,->
Cd70,Tnfrsf13b,->
Ctnnb1,Cycs,-|
Socs3,Jak1,->
Ctnnb1,Snai2,->
Snai2,Itga3,-|
Bcl2l1,Bax,-|
Pparg,Foxp3,->
Smad6,Hoxc8,->
Ep300,Il12b,->
Lef1,Mitf,->
Pparg,Syk,->
Syk,Cd79b,->
Ctnnb1,Akt1,->
Ep300,Smad1,->
Ctnnb1,Mxd1,-|
Tp53,Wnk2,->
Wnk2,Stk39,->
Ctnnb1,Ret,->
Ctnnb1,Irs1,->
Runx2,Sdc2,->
Fgf3,Fgfrl1,->
Pparg,Ifng,->
Pparg,Ppara,->
Ctnnb1,Smc3,->
Cdk4,Tfeb,->
Jun,Pgr,-|
Pparg,Hmox1,->
Tp53,Akt2,->
Tp53,Bdkrb2,->
Bdkrb2,Gnai3,->
Ctnnb1,Rspo2,->
Rspo2,Lgr4,->
Ep300,Atf2,->
Runx2,Notch1,-|
Ctnnb1,Id3,->
Jun,Prkdc,->
Foxo1,Rps6ka3,->
Ep300,Gata3,->
Runx2,Vegfc,->
Vegfc,Flt4,->
Tp53,Fgf2,-|
Pparg,Ddit3,->
Ctnnb1,Dbh,->
Cebpa,Gapdh,->
Nr4a1,Rps6ka1,->
Prkcz,Stat6,->
Ctnnb1,Krt5,->
Cdk2,Ppp1ca,-|
Ppp1ca,Rigi,->
Cdk2,Tp53,->
Cdk2,Ar,->
Cdk2,Sp1,->
Cdk2,Sqstm1,->
Cdk2,Tp73,-|
Cdk2,Grk2,-|
Grk2,Gnai2,->
Cdk2,Pml,->
Prkcb,Vtn,->
Cdk2,Tp63,-|
Cdk2,Foxo1,->
Cdk2,Stat3,->
Cdk2,Cebpb,->
Cebpb,Tnfrsf1a,->
Cdk2,Mecom,->
Mecom,Gata2,->
Cdk2,Src,->
Cdk2,Myod1,-|
Cdk2,Spag9,->
Spag9,Max,->
Prkcb,Irf3,->
Cdk2,Cdx2,->
Cdx2,Dsc2,->
Cdk2,Kmt2a,->
Kmt2a,Relb,->
Cdk2,Mdm2,-|
Cdk2,Rb1,->
Cdk2,Esr1,->
Cdk2,Marcks,->
Marcks,Prkca,->
Cdk2,Runx1,->
Runx1,Lifr,->
Cdk2,Egfr,->
Cdk2,Ptpn2,->
Ptpn2,Fyn,-|
Cdk2,Rxra,->
Rxra,Nr4a1,->
Cdk2,Zbtb16,-|
Cdk2,Bcl2l11,->
Cdk2,Hsf1,->
Cdk2,Jun,->
Cdk2,Pak1,-|
Tcf3,Pax5,->
Cdk2,Psen1,->
Psen1,Cd44,->
Ppp1ca,Hdac1,->
Cdk2,Nfatc2,->
Cdk2,Rps6ka4,->
Rps6ka4,Rela,->
Mycn,Grhl1,-|
Grk2,Gnai1,->
Pak1,Ppp1r12a,->
Cdk2,Ccnd1,->
Cdk2,Notch2,->
Notch2,Rbpj,->
Cdk2,Map4k1,->
Cdk2,Smad2,->
Smad2,Pitx2,-|
Cdk2,Smad4,-|
Cdk2,Dnmt1,->
Cdk2,E2f1,->
Cdk2,Nolc1,->
Nolc1,Csnk2a1,-|
Cdk2,Crebbp,->
Cdk2,Cdkn1a,-|
Cdk2,Nr1d1,->
Eif4g2,Xiap,->
Cdk2,Hmga1,-|
Cdk2,Ptpn6,->
Ptpn6,Stat5a,->
Smad2,Mef2a,->
Cdk2,Mcl1,->
Tcf3,Gfi1b,->
Cdk2,Bcr,->
Cebpb,Rora,->
Mycn,Tgfbr3,-|
Cdk2,Nr3c1,->
Myod1,Pik3c3,->
Mycn,Fzd7,->
Camk2d,Ywhab,->
Ppp1ca,Stk3,->
Cdk2,Rps6kb1,->
E2f1,Dcc,->
Cdk2,Neurod1,->
Sp1,Cd40,->
Notch2,Traf6,-|
Cdk2,Tp53bp1,->
Rps6kb1,Pdcd4,-|
Cdk2,Sgk1,->
Cdk2,Rnf4,->
Rnf4,Kdm5b,-|
Cdk2,Axin1,->
Axin1,Gsk3b,->
Cdk2,Nr1i2,-|
Mycn,Icam5,->
Tcf3,Lmo2,->
Cdk2,Cdc25a,->
Cdc25a,Mapk3,-|
Cdk2,Elk1,->
Prkcb,Grin2b,->
Cebpb,Runx2,-|
Cdk2,Rbbp8,->
Rbbp8,Mre11,->
Cdk2,Mark1,->
Cdk2,Irs1,->
Cdk2,Mapk8ip1,->
Mapk8ip1,Map2k7,->
Cdk2,Myb,->
Cdk2,Casp9,->
Mycn,Slc1a2,-|
Ets2,Cd163,->
Cdk2,Zfp36,->
Zfp36,Tnf,-|
Neurod1,Mafa,->
Cdk2,Camk2g,->
Camk2g,Pea15,->
Ptpn2,Pdgfrb,->
Cdk2,Cdkn1b,->
Foxo1,Angptl2,->
Angptl2,Lilrb3,->
Cdk2,Ranbp2,->
Pak1,Snai1,->
Cdk2,Smad3,-|
Smad4,Il10,->
Nr1d1,Bmal1,-|
Mapkapk2,Srf,->
Nfatc2,Egr3,->
Nfic,Tfap2a,->
Cdk2,Cdk7,->
Cdk7,Ets1,->
Cdk2,Map3k11,->
Map3k11,Map2k3,->
Cdk2,Mapk12,->
Mapk12,Htra2,->
Cdk2,Stxbp1,->
Cdk2,Ncam1,->
Cdk2,Daxx,->
Daxx,Tgfbr2,->
Smad4,Lef1,->
Ptpn6,Casp8,->
Cdk2,Ddit3,->
Ddit3,Cxcl10,->
Cdk2,Slbp,->
Slbp,H2bc3,->
Tcf3,Ebf1,->
Hmga1,Hand1,->
Rps6kb1,Gli1,->
Prkcb,Btk,->
Cdk2,Ezh2,->
Ezh2,Slit2,->
Mycn,Mcm5,->
Cdk2,Foxm1,->
Foxm1,Plk1,->
Cdk2,Stat5b,->
Mycn,Eomes,->
Cdk2,Wee1,-|
Wee1,Skp1,->
Skp1,Cul3,->
Cdk2,Map1b,->
Fos,Sirt6,->
Cdk2,Brca1,->
Cdk2,Rims1,->
Cdk2,Dab2,->
Dab2,Tgfbr1,->
Cdk2,Cdc7,->
Cdc7,Psip1,->
Foxo1,Il1b,->
Ets2,Fli1,->
Smad3,Mef2c,-|
Nfic,Vwf,->
Dnmt1,Ascl1,->
Foxo1,Tnfsf10,->
Daxx,Fas,-|
Stat3,Ptpn11,->
Cdk2,Bcl2,->
Cdk2,Ddx20,->
Ddx20,Foxl2,->
Mycn,Rgs14,->
Mycn,Acot4,->
Cdk2,Adam17,->
Foxo1,Cav1,->
Cdk2,Tpx2,-|
Tpx2,Aurka,->
Mycn,Crabp2,->
Nfatc2,Nfatc1,->
Zbtb16,Cebpa,->
Runx1,Etv6,->
E2f1,Fgfr1,->
Cdk2,Akt1s1,->
Cdk2,Ppara,->
Nfatc2,Il13,->
Foxm1,Apoe,->
Foxo1,Pparg,-|
Nr1d1,Rorc,-|
Cdk2,Chek1,->
Chek1,Rassf1,->
Rps6kb1,Rps6ka2,->
Eif4g2,Birc2,->
Cdk2,Kdm5c,->
Bcl2,Bax,-|
Hsf1,Map3k14,->
Runx1,Tnfrsf18,-|
Mybl2,Parp1,->
Nfatc3,Cd40lg,-|
Cdk2,Birc5,->
Tcf3,Cd79b,->
Cdk7,Pou2f1,->
Mapk8ip1,Mapk9,-|
Cdk2,Cdk9,->
Cdk9,Smad1,-|
E2f1,Casp3,->
Mapk12,Nfatc4,->
Adam17,App,->
Rps6ka1,Mxd1,-|
Ddit3,Atf4,->
Tnfsf4,Tnfrsf4,->
Rps6kb1,Fadd,->
Jun,Il6,->
Ptpn6,Lck,->
Foxm1,Aurkb,->
Fos,Tgfb1,->
Prkcb,Sdc2,->
Cdk2,Med1,->
Med1,Irf8,->
Cebpb,Ifng,->
Cdk2,Sf1,->
Cdk2,Id2,-|
Map3k11,Pin1,->
Brca1,Akt1,-|
Pak1,Myl9,->
Cdk2,Sos1,->
Cdk2,Pgr,->
Prkcb,Card11,->
Myc,Hmox1,->
Grk2,Gnai3,->
E2f1,Cdkn2a,->
Mapk12,Atf2,->
Smad3,Notch1,->
Ddit3,Irf7,->
Mapkapk2,Mapk14,->
Jun,Il6st,->
Mdm2,Igf1r,->
Rps6ka1,Ybx1,->
Hsf1,Prkdc,->
Ppp1ca,Stk4,->
Foxm1,Ccnd2,->
Nr1i2,Hnf4a,->
Cdk2,Ubqln2,->
Ubqln2,Hnrnpu,->
Ddit3,Jund,->
Mycn,Rcc1,->
Cast,Capn2,-|
Cdk2,Tsc1,->
Tsc1,Rheb,-|
Camk2d,Ppp1r14a,->
Cdk2,Sox11,->
Sox11,Tank,->
Axin1,Smad7,->
Bcl2l11,Bcl2l1,-|
Cdk2,Th,->
Notch2,Dll1,->
Mycn,Birc7,->
Mycn,Tjp1,->
Stat3,Cd274,->
Gata2,Tp53,->
Gata2,Ar,->
Gata2,Pten,-|
Gata2,Myc,->
Gata2,Ednrb,->
Ednrb,Gnai2,->
Gata2,Plcg1,->
Gata2,Cdkn1a,->
Gata2,Apex1,-|
Apex1,Egr1,->
Gata2,Gfi1,->
Gfi1,Ets1,-|
Gata2,Foxo3,->
Gata2,Hhex,->
Hhex,Nrp1,->
Gata2,Cebpb,->
Myc,Irf3,->
Gata2,Casp3,->
Gata2,Tfrc,->
Apex1,Relb,->
Gata2,Pparg,-|
Gata2,Cop1,->
Gata2,Gata1,->
Gata1,Nr0b2,->
Plcg1,Fyn,->
Cebpb,Nr4a1,->
Gata2,Prkn,->
Prkn,Vdac1,-|
Gata2,Wt1,->
Wt1,Mycn,-|
Gata2,Cebpa,->
Gata2,Spi1,->
Plcg1,Src,->
Cebpb,Ikbke,->
Gata2,Kdr,->
Gata2,Tal1,->
Gata2,Rcan1,->
Rcan1,Ppp3ca,-|
Ppp3ca,Nfatc2,->
Gata2,Gnrhr,->
Gnrhr,Gnai1,->
Prkn,Ctnnb1,->
Cebpb,Cebpd,->
Hhex,Csnk2a1,->
Spi1,Calm2,->
Casp3,Xiap,-|
Gata2,Mafk,->
Gata2,Sgk1,-|
Sgk1,Chuk,->
Vwf,Tnfrsf11b,->
Gata2,Tgfb2,-|
Tgfb2,Tgfbr3,->
Fosb,Il11,->
Cebpb,Hsf1,->
Tal1,Pik3c3,->
Gata2,Ybx1,->
Ybx1,Rps6kb1,->
Gfi1,Hoxa9,->
Gata2,Sirt2,->
Cebpb,Il10,->
Sgk1,Gsk3b,->
Gata2,Cdx2,->
Cdx2,Nr1i2,->
Gata2,Skp2,-|
Skp2,Smad4,-|
Prkn,Ikbkg,->
Sirt2,Foxo1,->
Spi1,Calm3,->
Tal1,Kitlg,->
Cebpb,Ngfr,->
Gata2,Mmp2,->
Cebpb,Il1a,->
Sgk1,Map2k4,->
Cebpb,Tnf,->
Cebpb,Mafa,->
Gata2,Cdkn1b,->
Gata2,Epo,-|
Epo,Dapk2,->
Spi1,Calm1,->
Sirt2,Myod1,-|
Cebpb,Mafb,->
Cebpb,Tfap2a,->
Tal1,Cdh5,->
Tgfb2,Tgfbr2,->
Casp3,Casp7,->
Casp3,Casp8,->
Prkn,Jun,-|
Gfi1,Il17a,-|
Cebpb,Ebf1,->
Ar,Krt18,->
Sgk1,Map3k5,->
Sgk1,Gli1,-|
Spi1,Btk,->
Foxo3,Esr1,->
Foxo3,Sirt6,->
Apex1,Fos,->
Tgfb2,Tgfbr1,->
Cebpb,Ccl12,->
Sgk1,Mapk1,-|
Cebpb,Cast,->
Gata2,Kit,->
Kit,Ptpn11,->
Gata1,Bcl2l1,->
Sirt2,H3c11,-|
Mmp2,Fgfr1,->
Gata2,Rag1,->
Rag1,Mtor,->
Mafk,Nqo1,->
Sgk1,Foxo4,->
Gata2,Il13,-|
Casp3,Bad,->
Cebpb,Ddit3,->
Gfi1,Bax,-|
Cebpb,Map3k14,->
Spi1,Il12b,->
Cebpb,Rps6ka1,->
Map2k4,Mapk9,->
Wt1,Thbs1,->
Gata1,Smad1,->
Hhex,Tie1,->
Casp3,Bcl2,-|
Gata2,Bhlha15,->
Bhlha15,Mib1,->
Mmp2,Tgfb1,->
Cebpb,Xbp1,->
Mmp2,Sdc2,->
Hhex,Fgf2,->
Cebpb,Zfp36,->
Ybx1,Notch1,->
Sgk1,Gsk3a,->
Gnrhr,Gnai3,->
Sirt2,H3c6,-|
Casp3,Casp9,->
Cebpb,Hsp90aa1,->
Ybx1,Clu,->
Cebpb,Mcm3,->
Prkn,Ccne1,->
Spi1,Th,->
Spi1,Stat6,->
Wt1,Tjp1,->
Ybx1,Rps6ka3,->
Gfi1,Il17f,->
H2-K1,Erbb2,->
Erbb2,Esr1,->
Erbb2,Ptpre,->
Ptpre,Mapk1,-|
Erbb2,Cdk1,-|
Cdk1,Sp1,->
Erbb2,Ntrk1,->
Cdk1,Tp73,-|
Erbb2,Ctnnb1,->
Ctnnb1,Fn1,->
Esr1,Nfe2l2,-|
Erbb2,Plcg1,->
Ctnnb1,Tp63,->
Cdk1,Stat3,->
Esr1,Gas6,->
Gas6,Tyro3,->
Erbb2,Ptgs2,->
Ptgs2,Nfe2l2,->
Ctnnb1,Sox10,->
Ptgs2,Myod1,->
Myod1,Cdk2,->
Cdk1,Tp53,->
Erbb2,Pik3r1,->
Ctnnb1,Casp3,-|
Esr1,Mdm2,->
Cdk1,Rb1,->
Erbb2,Egfr,->
Esr1,Faslg,->
Cdk1,Ncoa3,-|
Cdk1,Bcl2l11,->
Erbb2,Dlg4,->
Dlg4,Nos1,->
Erbb2,Pik3ca,->
Esr1,Nfkb1,->
Esr1,Cd44,->
E2f1,Rela,->
Ptpre,Mapk3,-|
Erbb2,Pak1,->
Erbb2,Shc1,->
Cdk1,Myc,->
Esr1,Ptprg,->
Ptprg,Il1rapl1,->
Cdk1,Jun,->
Ncor2,Hdac3,->
Cdk1,Cebpb,->
Egfr,Ppp2ca,->
Fadd,Ripk1,->
Cdk1,Rps6ka4,->
Rps6ka4,Atf1,->
Cdk1,Dnmt1,->
Cdk1,Xiap,->
Cdk1,Foxo1,->
Pak1,Stat5a,->
Sox10,Egr2,->
Stk3,Stk24,->
Cdk1,Creb1,->
Erbb2,Grb2,->
Foxl2,Il11,->
Pak1,Raf1,->
Ctnnb1,Notch1,->
H2-K1,Cd3d,->
Cd3d,Cdhr2,->
Cdhr2,Unc5a,->
Unc5a,Dcc,-|
Foxo1,Cd40,->
Esr1,Socs3,->
Cdk1,Kmt2a,->
Esr1,Nr3c1,->
Esr1,Tnfrsf11b,->
Ctnnb1,Sgk1,->
Ctnnb1,Rock1,-|
Rock1,Myl12b,->
Erbb2,Erbb4,->
Erbb4,Bak1,->
Esr1,Siah2,->
Siah2,Hipk2,-|
Esr1,Skp2,->
Dlg4,Grin2b,->
Esr1,Txn,->
Esr1,Mmp2,->
Ctnnb1,Foxa2,->
Ctnnb1,Casp7,-|
Esr1,Stk11,-|
Rb1,Gata1,->
Pak1,Pdpk1,->
Esr1,Tnf,->
Cdk1,Nfat5,->
Cdk1,Cdkn1b,-|
Ctnnb1,Sfn,->
Cd70,Tnfrsf17,->
Nfe2l2,Il10,->
Kdm5b,Kdm4a,->
Cdk1,Cdk7,->
Csnk2a1,Stx1a,->
Esr1,Fas,->
Cdk1,Ar,->
Runx1,Il17a,->
Cdk1,Junb,->
Cd160,Tnfrsf14,->
Cdk1,Rps6kb1,->
Cdk1,Rara,->
Pik3ca,Btk,->
Esr1,Wt1,->
Pak1,Plk1,->
Ptgs2,Keap1,-|
Ctnnb1,Plk2,->
Esr1,Ccl12,-|
Egfr,Prkcd,->
Cdk1,Mef2c,->
Ctnnb1,Pcsk6,->
Pcsk6,Vwf,->
Runx1,Tnfsf10,-|
Cdk1,Myb,->
Pik3ca,Ptpn11,->
Pak1,Akt1,->
Ezh2,Ciita,-|
Pak1,H3c11,->
Ptgs2,Cav1,->
Cdk1,Aurka,->
Sp1,Nfatc1,->
Esr1,Nqo1,-|
Ezh2,Il13,-|
Esr1,Flt1,-|
Pak1,Map3k1,->
Cdk1,Hif1a,->
Pak1,Aurka,->
Cdk1,Bad,->
Gnai1,Tnfaip8,->
Ctnnb1,Klf5,->
Esr1,Bax,->
Cdk1,Erbin,->
Cdk1,Ptk2,->
Cdk1,Birc5,->
Cdk1,Csnk2b,->
Csnk2b,Tbp,->
Cdk1,Pou2f1,->
Cdk1,Mapk8ip3,->
Cdk1,Map4k4,->
Map4k4,Smad1,->
Esr1,App,->
Cdk1,Ppp1ca,-|
Cdk1,Bcl2,->
Esr1,Il6,->
Cdk1,Mcl1,-|
Pitx2,Hnf1b,->
Grb2,Cbl,->
Esr1,Phb1,->
Nfe2l2,Tgfb1,->
Ctnnb1,Sdc2,-|
Esr1,Ifng,->
Cdk1,Ep300,->
Prmt1,Fus,-|
Cdk1,Id2,->
Plk1,Pin1,->
Esr1,Ppara,-|
Ctnnb1,Twist1,->
Runx1,Foxp3,->
Pak1,Mapk1,->
Grb2,Inpp5d,->
Erbb4,Adam17,->
Nfe2l2,Hmox1,->
Ctnnb1,Tbx3,->
Ptgs2,Il4,->
Egfr,Grk2,->
Pak1,H3c6,->
Esr1,Cdkn2a,->
Esr1,Ar,->
Esr1,Cxcr4,-|
Cdk1,Kpna2,->
Nfe2l2,Mapk14,->
Esr1,Igf1r,->
Cdk1,Rxra,->
Esr1,Hsp90aa1,->
Pak1,Ppp1r14a,->
Ctnnb1,Bik,->
Ctnnb1,Tnfrsf11b,->
Cdk1,Bcl2l1,-|
Cdk1,Th,->
Sp7,Sp1,->
Sp1,Trim25,->
Sp7,Mapk1,->
Mapk1,Capn2,->
Sp1,Tp73,->
Sp1,Kat5,->
Mapk1,Prkca,->
Mapk1,Cdk1,-|
Sp7,Camk2a,->
Sp7,Vegfa,->
Sp1,Sumo2,->
Mapk1,Cdk2,->
Sp7,Ephb2,->
Ephb2,Src,->
Sp1,Mapk14,->
Camk2a,Irf3,->
Sp7,Vdr,->
Vdr,Relb,->
Sp1,Mdm2,->
Sp1,Rb1,->
Sp7,Gata1,->
Camk2a,Egfr,->
Sp1,Fyn,->
Vdr,Gzma,->
Sp7,Runx2,->
Sp1,Ncoa3,->
Camk2a,Nos1,->
Sp7,Tnf,->
Mapk1,Dapk1,->
Mapk1,Pax5,-|
Sp1,Nfkb1,->
Sp1,Yy1,->
Camk2a,Cd44,->
Gata1,Hdac1,->
Mapk1,Il16,->
Vdr,Stub1,->
Gata1,Tal1,->
Runx2,Lpar4,->
Lpar4,Gnai1,->
Camk2a,Cyld,->
Cyld,Bcl3,-|
Vdr,Hdac3,->
Vdr,Tnfsf4,->
Mapk1,Pcbp2,->
Pcbp2,Itch,->
Vdr,Ctnnb1,->
Mapk1,E2f1,->
Sp1,Cdkn1a,->
Mapk1,Stat5a,->
Gata1,Dach1,-|
Mapk1,Prkaca,->
Mapk1,Akt1,->
Irf8,Il18,->
Vdr,Tnfrsf11b,->
